model,doc_id,source_file,status,reason,gt_file_exists,matched_count,gt_only_count,pred_only_count,gt_defendant_count,pred_defendant_count,llm_calls,input_tokens,output_tokens,total_tokens,fallback_errors,fallback_used
past,05-08-2025-Dak_Lak-2ta1897296t1cvn,05-08-2025-Dak_Lak-2ta1897296t1cvn.json,processed,ok,True,1,0,0,1,1,1,25212,1010,26222,0,False
past,05-09-2025-Ca_Mau-2ta2011326t1cvn,05-09-2025-Ca_Mau-2ta2011326t1cvn.json,processed,ok,True,0,1,1,1,1,1,44174,689,44863,0,False
past,06-01-2025-Bac_Giang-2ta1741748t1cvn,06-01-2025-Bac_Giang-2ta1741748t1cvn.json,processed,ok,True,1,0,0,1,1,1,23016,972,23988,0,False
past,06-03-2025-Nam_Dinh-2ta1782856t1cvn,06-03-2025-Nam_Dinh-2ta1782856t1cvn.json,processed,ok,True,0,2,2,2,2,1,34713,898,35611,0,False
past,06-05-2025-Quang_Ngai-2ta1883967t1cvn,06-05-2025-Quang_Ngai-2ta1883967t1cvn.json,processed,ok,True,1,0,0,1,1,1,25211,782,25993,0,False
past,06-06-2025-Ho_Chi_Minh-2ta1854245t1cvn,06-06-2025-Ho_Chi_Minh-2ta1854245t1cvn.json,processed,ok,True,2,0,0,2,2,1,18249,1122,19371,0,False
past,06-06-2025-Tuyen_Quang-2ta1850013t1cvn,06-06-2025-Tuyen_Quang-2ta1850013t1cvn.json,processed,ok,True,2,0,0,2,2,1,31763,1189,34563,1,True
past,06-08-2024-Binh_Duong-2ta1579304t1cvn,06-08-2024-Binh_Duong-2ta1579304t1cvn.json,processed,ok,True,0,2,2,2,2,1,34766,807,35573,0,False
past,06-11-2025-Dong_Nai-2ta2056899t1cvn,06-11-2025-Dong_Nai-2ta2056899t1cvn.json,processed,ok,True,1,0,0,1,1,1,25607,1107,26714,0,False
past,07-03-2025-Hai_Duong-2ta1767390t1cvn,07-03-2025-Hai_Duong-2ta1767390t1cvn.json,processed,ok,True,1,0,0,1,1,1,20685,732,21417,0,False
past,07-05-2024-Ho_Chi_Minh-2ta1619879t1cvn,07-05-2024-Ho_Chi_Minh-2ta1619879t1cvn.json,processed,ok,True,1,0,0,1,1,1,25910,691,26601,0,False
past,07-08-2024-Ba_Ria_Vung_Tau-2ta1618858t1cvn,07-08-2024-Ba_Ria_Vung_Tau-2ta1618858t1cvn.json,processed,ok,True,3,0,0,3,3,1,33059,2754,37515,1,True
past,07-08-2025-Bac_Ninh-2ta1900243t1cvn,07-08-2025-Bac_Ninh-2ta1900243t1cvn.json,processed,ok,True,2,0,0,2,2,1,32487,2178,37294,1,True
past,07-08-2025-Cao_Bang-2ta1957517t1cvn,07-08-2025-Cao_Bang-2ta1957517t1cvn.json,processed,ok,True,1,0,0,1,1,1,23839,1116,26754,1,True
past,07-08-2025-Nghe_An-2ta1871673t1cvn,07-08-2025-Nghe_An-2ta1871673t1cvn.json,processed,ok,True,1,0,0,1,1,1,22606,855,23461,0,False
past,07-11-2024-Lai_Chau-2ta1687837t1cvn,07-11-2024-Lai_Chau-2ta1687837t1cvn.json,processed,ok,True,0,1,1,1,1,1,35547,546,36093,0,False
past,08-04-2024-Ho_Chi_Minh-2ta1604010t1cvn,08-04-2024-Ho_Chi_Minh-2ta1604010t1cvn.json,processed,ok,True,1,0,0,1,1,1,22479,1050,23529,0,False
past,08-04-2024-Nam_Dinh-2ta1484859t1cvn,08-04-2024-Nam_Dinh-2ta1484859t1cvn.json,processed,ok,True,0,5,4,5,4,1,53003,3124,56127,0,False
past,08-05-2024-Dong_Thap-2ta1503612t1cvn,08-05-2024-Dong_Thap-2ta1503612t1cvn.json,processed,ok,True,1,0,0,1,1,1,26620,876,27496,0,False
past,08-07-2025-Tuyen_Quang-2ta1866767t1cvn,08-07-2025-Tuyen_Quang-2ta1866767t1cvn.json,processed,ok,True,4,0,0,4,4,1,24425,2486,26911,0,False
past,09-01-2024-Ha_Noi-2ta1626776t1cvn,09-01-2024-Ha_Noi-2ta1626776t1cvn.json,processed,ok,True,1,0,0,1,1,1,30285,779,31064,0,False
past,09-01-2025-Bac_Lieu-2ta1763232t1cvn,09-01-2025-Bac_Lieu-2ta1763232t1cvn.json,processed,ok,True,0,1,1,1,1,1,33816,338,34154,0,False
past,09-01-2025-Phu_Tho-2ta1852066t1cvn,09-01-2025-Phu_Tho-2ta1852066t1cvn.json,processed,ok,True,2,0,0,2,2,1,35723,1590,38629,1,True
past,09-04-2024-Dak_Lak-2ta1491704t1cvn,09-04-2024-Dak_Lak-2ta1491704t1cvn.json,processed,ok,True,0,3,2,3,2,1,45070,1296,46366,0,False
past,09-05-2024-Quang_Ninh-2ta1555454t1cvn,09-05-2024-Quang_Ninh-2ta1555454t1cvn.json,processed,ok,True,1,0,0,1,1,1,24140,911,25051,0,False
past,09-06-2025-Vinh_Phuc-2ta1928651t1cvn,09-06-2025-Vinh_Phuc-2ta1928651t1cvn.json,processed,ok,True,2,0,0,2,2,1,29260,1133,30393,0,False
past,09-07-2024-Tuyen_Quang-2ta1553282t1cvn,09-07-2024-Tuyen_Quang-2ta1553282t1cvn.json,processed,ok,True,0,1,8,1,8,1,40734,3471,44205,0,False
past,09-08-2024-Dong_Thap-2ta1594564t1cvn,09-08-2024-Dong_Thap-2ta1594564t1cvn.json,processed,ok,True,1,0,0,1,1,1,31343,1118,33952,1,True
past,09-09-2025-Dien_Bien-2ta1980311t1cvn,09-09-2025-Dien_Bien-2ta1980311t1cvn.json,processed,ok,True,1,0,0,1,1,1,33120,1056,36139,1,True
past,09-09-2025-Son_La-2ta1978095t1cvn,09-09-2025-Son_La-2ta1978095t1cvn.json,processed,ok,True,16,0,0,16,16,1,29932,4930,40731,1,True
past,10-01-2025-Khanh_Hoa-2ta1738112t1cvn,10-01-2025-Khanh_Hoa-2ta1738112t1cvn.json,processed,ok,True,0,1,1,1,1,1,34441,235,34676,0,False
past,10-01-2025-Phu_Tho-2ta1852183t1cvn,10-01-2025-Phu_Tho-2ta1852183t1cvn.json,processed,ok,True,1,0,0,1,1,1,21410,798,22208,0,False
past,10-03-2024-Tien_Giang-2ta1461024t1cvn,10-03-2024-Tien_Giang-2ta1461024t1cvn.json,processed,ok,True,2,0,0,2,2,1,18300,1427,19727,0,False
past,10-05-2024-Hai_Duong-2ta1521714t1cvn,10-05-2024-Hai_Duong-2ta1521714t1cvn.json,processed,ok,True,1,0,0,1,1,1,25564,640,26204,0,False
past,10-05-2025-Vinh_Phuc-2ta1820910t1cvn,10-05-2025-Vinh_Phuc-2ta1820910t1cvn.json,processed,ok,True,1,0,0,1,1,1,23800,945,24745,0,False
past,10-07-2024-Dien_Bien-2ta1564951t1cvn,10-07-2024-Dien_Bien-2ta1564951t1cvn.json,processed,ok,True,1,0,0,1,1,1,26306,728,27034,0,False
past,10-07-2025-Hai_Phong-2ta1883997t1cvn,10-07-2025-Hai_Phong-2ta1883997t1cvn.json,processed,ok,True,1,0,0,1,1,1,25732,647,26379,0,False
past,10-08-2025-Lao_Cai-2ta1964308t1cvn,10-08-2025-Lao_Cai-2ta1964308t1cvn.json,processed,ok,True,2,0,0,2,2,1,22174,1239,23413,0,False
past,10-12-2024-Bac_Ninh-2ta1805238t1cvn,10-12-2024-Bac_Ninh-2ta1805238t1cvn.json,processed,ok,True,1,0,0,1,1,1,21304,1064,22368,0,False
past,10-12-2025-Ha_Tinh-2ta2055815t1cvn,10-12-2025-Ha_Tinh-2ta2055815t1cvn.json,processed,ok,True,0,1,2,1,2,1,42043,1179,43222,0,False
past,11-01-2024-Thai_Nguyen-2ta1565714t1cvn,11-01-2024-Thai_Nguyen-2ta1565714t1cvn.json,processed,ok,True,0,1,5,1,5,1,49228,2530,51758,0,False
past,11-01-2024-Yen_Bai-2ta1413451t1cvn,11-01-2024-Yen_Bai-2ta1413451t1cvn.json,processed,ok,True,1,0,0,1,1,1,31108,788,33209,1,True
past,11-03-2024-Quang_Ngai-2ta1460455t1cvn,11-03-2024-Quang_Ngai-2ta1460455t1cvn.json,processed,ok,True,0,1,2,1,2,1,39261,1135,40396,0,False
past,11-06-2024-Ho_Chi_Minh-2ta1589981t1cvn,11-06-2024-Ho_Chi_Minh-2ta1589981t1cvn.json,processed,ok,True,1,0,0,1,1,1,20788,828,21616,0,False
past,11-08-2025-Tuyen_Quang-2ta1926816t1cvn,11-08-2025-Tuyen_Quang-2ta1926816t1cvn.json,processed,ok,True,1,0,0,1,1,1,23007,941,23948,0,False
past,11-11-2025-Ca_Mau-2ta2012503t1cvn,11-11-2025-Ca_Mau-2ta2012503t1cvn.json,processed,ok,True,1,0,0,1,1,1,15412,787,16199,0,False
past,12-01-2025-Binh_Duong-2ta1833899t1cvn,12-01-2025-Binh_Duong-2ta1833899t1cvn.json,processed,ok,True,1,0,0,1,1,1,30240,881,31121,0,False
past,12-03-2025-Ho_Chi_Minh-2ta1804598t1cvn,12-03-2025-Ho_Chi_Minh-2ta1804598t1cvn.json,processed,ok,True,1,0,0,1,1,1,31110,885,33929,1,True
past,12-08-2025-Ho_Chi_Minh-2ta1959418t1cvn,12-08-2025-Ho_Chi_Minh-2ta1959418t1cvn.json,processed,ok,True,0,2,4,2,4,1,38651,1792,40443,0,False
past,12-08-2025-Hue-2ta1952506t1cvn,12-08-2025-Hue-2ta1952506t1cvn.json,processed,ok,True,0,2,2,2,2,1,37388,1127,38515,0,False
past,12-08-2025-Lai_Chau-2ta1919469t1cvn,12-08-2025-Lai_Chau-2ta1919469t1cvn.json,processed,ok,True,0,2,1,2,1,1,33767,312,34079,0,False
past,12-08-2025-Ninh_Binh-2ta1930408t1cvn,12-08-2025-Ninh_Binh-2ta1930408t1cvn.json,processed,ok,True,1,0,0,1,1,1,18981,1102,22036,1,True
past,12-11-2024-Cao_Bang-2ta1689860t1cvn,12-11-2024-Cao_Bang-2ta1689860t1cvn.json,processed,ok,True,1,0,0,1,1,1,27531,848,29948,1,True
past,13-03-2025-Ba_Ria_Vung_Tau-2ta1810610t1cvn,13-03-2025-Ba_Ria_Vung_Tau-2ta1810610t1cvn.json,processed,ok,True,1,0,0,1,1,1,28710,817,31040,1,True
past,13-06-2024-Ho_Chi_Minh-2ta1618708t1cvn,13-06-2024-Ho_Chi_Minh-2ta1618708t1cvn.json,processed,ok,True,2,0,0,2,2,1,21080,1468,22548,0,False
past,13-08-2024-Quang_Tri-2ta1650161t1cvn,13-08-2024-Quang_Tri-2ta1650161t1cvn.json,processed,ok,True,3,0,0,3,3,1,29012,1535,30547,0,False
past,13-08-2025-Da_Nang-2ta1943094t1cvn,13-08-2025-Da_Nang-2ta1943094t1cvn.json,processed,ok,True,0,1,1,1,1,1,36781,664,37445,0,False
past,13-08-2025-Hue-2ta1952404t1cvn,13-08-2025-Hue-2ta1952404t1cvn.json,processed,ok,True,2,0,0,2,2,1,32498,1298,35381,1,True
past,14-03-2024-Thai_Binh-2ta1475993t1cvn,14-03-2024-Thai_Binh-2ta1475993t1cvn.json,processed,ok,True,1,0,0,1,1,1,26137,820,26957,0,False
past,14-03-2024-Thai_Nguyen-2ta1565744t1cvn,14-03-2024-Thai_Nguyen-2ta1565744t1cvn.json,processed,ok,True,2,0,0,2,2,1,37532,1921,40344,1,True
past,14-06-2024-Ha_Noi-2ta1588561t1cvn,14-06-2024-Ha_Noi-2ta1588561t1cvn.json,processed,ok,True,1,0,0,1,1,1,21855,892,22747,0,False
past,14-08-2025-Ha_Tinh-2ta1962835t1cvn,14-08-2025-Ha_Tinh-2ta1962835t1cvn.json,processed,ok,True,0,1,2,1,2,1,35383,797,36180,0,False
past,14-08-2025-Ho_Chi_Minh-2ta1973446t1cvn,14-08-2025-Ho_Chi_Minh-2ta1973446t1cvn.json,processed,ok,True,1,0,0,1,1,1,20646,992,21638,0,False
past,14-11-2024-Hung_Yen-2ta1778508t1cvn,14-11-2024-Hung_Yen-2ta1778508t1cvn.json,processed,ok,True,2,0,0,2,2,1,31560,1144,34803,1,True
past,14-11-2025-An_Giang-2ta2034336t1cvn,14-11-2025-An_Giang-2ta2034336t1cvn.json,processed,ok,True,2,0,0,2,2,1,16924,1288,18212,0,False
past,15-01-2025-Quang_Ninh-2ta1721699t1cvn,15-01-2025-Quang_Ninh-2ta1721699t1cvn.json,processed,ok,True,1,0,0,1,1,1,32573,1058,35783,1,True
past,15-04-2024-Tien_Giang-2ta1619955t1cvn,15-04-2024-Tien_Giang-2ta1619955t1cvn.json,processed,ok,True,1,0,0,1,1,1,17477,866,18343,0,False
past,15-04-2025-Ho_Chi_Minh-2ta1936700t1cvn,15-04-2025-Ho_Chi_Minh-2ta1936700t1cvn.json,processed,ok,True,1,0,0,1,1,1,17906,986,18892,0,False
past,15-07-2024-Tuyen_Quang-2ta1585800t1cvn,15-07-2024-Tuyen_Quang-2ta1585800t1cvn.json,processed,ok,True,0,2,1,2,1,1,37427,1155,38582,0,False
past,15-11-2024-Nghe_An-2ta1747859t1cvn,15-11-2024-Nghe_An-2ta1747859t1cvn.json,processed,ok,True,1,0,0,1,1,1,20315,782,21097,0,False
past,15-12-2025-Ninh_Binh-2ta2023886t1cvn,15-12-2025-Ninh_Binh-2ta2023886t1cvn.json,processed,ok,True,0,1,2,1,2,1,39770,1186,40956,0,False
past,16-01-2025-Lao_Cai-2ta1721534t1cvn,16-01-2025-Lao_Cai-2ta1721534t1cvn.json,processed,ok,True,6,0,0,6,6,1,29129,3413,36728,1,True
past,16-06-2025-Ha_Tinh-2ta1866292t1cvn,16-06-2025-Ha_Tinh-2ta1866292t1cvn.json,processed,ok,True,1,0,0,1,1,1,28962,1121,30083,0,False
past,16-07-2025-Ninh_Binh-2ta1893934t1cvn,16-07-2025-Ninh_Binh-2ta1893934t1cvn.json,processed,ok,True,0,2,1,2,1,1,33481,213,33694,0,False
past,16-08-2024-Ho_Chi_Minh-2ta1631427t1cvn,16-08-2024-Ho_Chi_Minh-2ta1631427t1cvn.json,processed,ok,True,1,0,0,1,1,1,18562,776,19338,0,False
past,16-09-2024-Quang_Binh-2ta1665286t1cvn,16-09-2024-Quang_Binh-2ta1665286t1cvn.json,processed,ok,True,1,0,0,1,1,1,28176,894,29070,0,False
past,16-09-2025-Dien_Bien-2ta1980369t1cvn,16-09-2025-Dien_Bien-2ta1980369t1cvn.json,processed,ok,True,1,0,0,1,1,1,22412,1236,23648,0,False
past,16-09-2025-Hai_Phong-2ta1981049t1cvn,16-09-2025-Hai_Phong-2ta1981049t1cvn.json,processed,ok,True,0,1,4,1,4,1,37824,1356,39180,0,False
past,17-01-2025-Bac_Ninh-2ta1781125t1cvn,17-01-2025-Bac_Ninh-2ta1781125t1cvn.json,processed,ok,True,1,0,0,1,1,1,23810,833,24643,0,False
past,17-01-2025-Dien_Bien-2ta1734118t1cvn,17-01-2025-Dien_Bien-2ta1734118t1cvn.json,processed,ok,True,3,0,0,3,3,1,21950,1790,23740,0,False
past,17-01-2025-Dien_Bien-2ta1734140t1cvn,17-01-2025-Dien_Bien-2ta1734140t1cvn.json,processed,ok,True,1,0,0,1,1,1,18820,1005,19825,0,False
past,17-01-2025-Hai_Phong-2ta1837868t1cvn,17-01-2025-Hai_Phong-2ta1837868t1cvn.json,processed,ok,True,1,0,0,1,1,1,20731,946,21677,0,False
past,17-03-2025-Ba_Ria_Vung_Tau-2ta1839127t1cvn,17-03-2025-Ba_Ria_Vung_Tau-2ta1839127t1cvn.json,processed,ok,True,1,0,0,1,1,1,18414,758,19172,0,False
past,17-03-2025-Hue-2ta1940719t1cvn,17-03-2025-Hue-2ta1940719t1cvn.json,processed,ok,True,1,0,0,1,1,1,31490,1106,34160,1,True
past,17-04-2024-Son_La-2ta1481639t1cvn,17-04-2024-Son_La-2ta1481639t1cvn.json,processed,ok,True,1,0,0,1,1,1,27662,787,28449,0,False
past,17-04-2024-Tuyen_Quang-2ta1484686t1cvn,17-04-2024-Tuyen_Quang-2ta1484686t1cvn.json,processed,ok,True,1,0,0,1,1,1,22065,1115,24865,1,True
past,17-04-2025-Dong_Nai-2ta1846924t1cvn,17-04-2025-Dong_Nai-2ta1846924t1cvn.json,processed,ok,True,1,0,0,1,1,1,24857,1058,25915,0,False
past,17-04-2025-Ho_Chi_Minh-2ta1799205t1cvn,17-04-2025-Ho_Chi_Minh-2ta1799205t1cvn.json,processed,ok,True,0,3,3,3,3,1,47630,1687,49317,0,False
past,17-04-2025-Thai_Binh-2ta1803410t1cvn,17-04-2025-Thai_Binh-2ta1803410t1cvn.json,processed,ok,True,1,0,0,1,1,1,21533,743,22276,0,False
past,17-06-2025-Dak_Lak-2ta1857233t1cvn,17-06-2025-Dak_Lak-2ta1857233t1cvn.json,processed,ok,True,0,1,1,1,1,1,37371,559,37930,0,False
past,17-06-2025-UnknownProvince-2ta2005675t1cvn,17-06-2025-UnknownProvince-2ta2005675t1cvn.json,processed,ok,True,3,0,0,3,3,1,28712,2070,30782,0,False
past,18-02-2025-Dien_Bien-2ta1748152t1cvn,18-02-2025-Dien_Bien-2ta1748152t1cvn.json,processed,ok,True,1,0,0,1,1,1,28616,800,29416,0,False
past,18-03-2024-Hoa_Binh-2ta1474950t1cvn,18-03-2024-Hoa_Binh-2ta1474950t1cvn.json,processed,ok,True,1,0,0,1,1,1,18625,865,19490,0,False
past,18-06-2025-Ninh_Binh-2ta1864907t1cvn,18-06-2025-Ninh_Binh-2ta1864907t1cvn.json,processed,ok,True,0,2,1,2,1,1,38826,937,39763,0,False
past,18-07-2025-Nghe_An-2ta2048978t1cvn,18-07-2025-Nghe_An-2ta2048978t1cvn.json,processed,ok,True,1,0,0,1,1,1,18943,818,19761,0,False
past,18-08-2025-Bac_Ninh-2ta1898097t1cvn,18-08-2025-Bac_Ninh-2ta1898097t1cvn.json,processed,ok,True,1,0,0,1,1,1,30364,1097,31461,0,False
past,18-08-2025-Phu_Tho-2ta1979793t1cvn,18-08-2025-Phu_Tho-2ta1979793t1cvn.json,processed,ok,True,1,0,0,1,1,1,28119,1019,29138,0,False
past,18-09-2025-Lang_Son-2ta1993084t1cvn,18-09-2025-Lang_Son-2ta1993084t1cvn.json,processed,ok,True,1,0,0,1,1,1,24536,971,25507,0,False
past,18-11-2025-Lam_Dong-2ta2012026t1cvn,18-11-2025-Lam_Dong-2ta2012026t1cvn.json,processed,ok,True,2,0,0,2,2,1,22638,1354,23992,0,False
past,19-03-2024-Ho_Chi_Minh-2ta1604003t1cvn,19-03-2024-Ho_Chi_Minh-2ta1604003t1cvn.json,processed,ok,True,3,0,0,3,3,1,24021,1647,25668,0,False
past,19-03-2025-Ho_Chi_Minh-2ta1841757t1cvn,19-03-2025-Ho_Chi_Minh-2ta1841757t1cvn.json,processed,ok,True,0,7,1,7,1,1,50182,617,50799,0,False
past,19-05-2025-Thai_Nguyen-2ta1949470t1cvn,19-05-2025-Thai_Nguyen-2ta1949470t1cvn.json,processed,ok,True,1,0,0,1,1,1,19188,844,20032,0,False
past,19-05-2025-Tuyen_Quang-2ta1850047t1cvn,19-05-2025-Tuyen_Quang-2ta1850047t1cvn.json,processed,ok,True,1,0,0,1,1,1,19999,1070,21069,0,False
past,19-06-2025-Binh_Duong-2ta1854450t1cvn,19-06-2025-Binh_Duong-2ta1854450t1cvn.json,processed,ok,True,1,0,0,1,1,1,24396,881,25277,0,False
past,19-06-2025-Son_La-2ta1854100t1cvn,19-06-2025-Son_La-2ta1854100t1cvn.json,processed,ok,True,2,0,0,2,2,1,32454,1506,37317,1,True
past,19-06-2025-Tay_Ninh-2ta1891588t1cvn,19-06-2025-Tay_Ninh-2ta1891588t1cvn.json,processed,ok,True,1,0,0,1,1,1,20203,860,21063,0,False
past,19-08-2024-Ho_Chi_Minh-2ta1657190t1cvn,19-08-2024-Ho_Chi_Minh-2ta1657190t1cvn.json,processed,ok,True,2,0,0,2,2,1,24054,1469,26644,1,True
past,19-08-2025-Bac_Ninh-2ta1944480t1cvn,19-08-2025-Bac_Ninh-2ta1944480t1cvn.json,processed,ok,True,1,0,0,1,1,1,29294,814,30108,0,False
past,19-11-2024-Quang_Tri-2ta1740390t1cvn,19-11-2024-Quang_Tri-2ta1740390t1cvn.json,processed,ok,True,3,0,0,3,3,1,25174,1913,27087,0,False
past,19-11-2025-Ho_Chi_Minh-2ta2079272t1cvn,19-11-2025-Ho_Chi_Minh-2ta2079272t1cvn.json,processed,ok,True,3,0,0,3,3,1,29804,2207,35023,1,True
past,20-01-2025-Bac_Ninh-2ta1738652t1cvn,20-01-2025-Bac_Ninh-2ta1738652t1cvn.json,processed,ok,True,1,0,0,1,1,1,26314,806,27120,0,False
past,20-05-2024-Ha_Noi-2ta1493037t1cvn,20-05-2024-Ha_Noi-2ta1493037t1cvn.json,processed,ok,True,1,0,0,1,1,1,22945,898,23843,0,False
past,20-05-2025-Ba_Ria_Vung_Tau-2ta1838148t1cvn,20-05-2025-Ba_Ria_Vung_Tau-2ta1838148t1cvn.json,processed,ok,True,1,0,0,1,1,1,32122,864,34561,1,True
past,20-05-2025-Son_La-2ta1826649t1cvn,20-05-2025-Son_La-2ta1826649t1cvn.json,processed,ok,True,2,0,0,2,2,1,23463,1407,24870,0,False
past,20-06-2024-Bac_Giang-2ta1574024t1cvn,20-06-2024-Bac_Giang-2ta1574024t1cvn.json,processed,ok,True,1,0,0,1,1,1,21553,1083,22636,0,False
past,20-09-2025-An_Giang-2ta1917767t1cvn,20-09-2025-An_Giang-2ta1917767t1cvn.json,processed,ok,True,3,0,0,3,3,1,23324,2203,25527,0,False
past,20-09-2025-Dien_Bien-2ta1982098t1cvn,20-09-2025-Dien_Bien-2ta1982098t1cvn.json,processed,ok,True,1,0,0,1,1,1,26721,797,27518,0,False
past,20-10-2025-An_Giang-2ta2034333t1cvn,20-10-2025-An_Giang-2ta2034333t1cvn.json,processed,ok,True,2,0,0,2,2,1,16608,1533,18141,0,False
past,20-11-2025-Lam_Dong-2ta2026259t1cvn,20-11-2025-Lam_Dong-2ta2026259t1cvn.json,processed,ok,True,1,0,0,1,1,1,23627,1060,24687,0,False
past,20-12-2024-Hai_Phong-2ta1833162t1cvn,20-12-2024-Hai_Phong-2ta1833162t1cvn.json,processed,ok,True,1,0,0,1,1,1,19131,1141,21993,1,True
past,21-02-2024-Hai_Phong-2ta1418269t1cvn,21-02-2024-Hai_Phong-2ta1418269t1cvn.json,processed,ok,True,2,0,0,2,2,1,20459,1357,21816,0,False
past,21-02-2025-An_Giang-2ta1973677t1cvn,21-02-2025-An_Giang-2ta1973677t1cvn.json,processed,ok,True,1,0,0,1,1,1,18225,813,19038,0,False
past,21-02-2025-Ha_Tinh-2ta1867599t1cvn,21-02-2025-Ha_Tinh-2ta1867599t1cvn.json,processed,ok,True,1,0,0,1,1,1,28278,892,29170,0,False
past,21-03-2025-Hai_Duong-2ta1788880t1cvn,21-03-2025-Hai_Duong-2ta1788880t1cvn.json,processed,ok,True,3,0,0,3,3,1,28236,1426,29662,0,False
past,21-08-2024-Ba_Ria_Vung_Tau-2ta1613282t1cvn,21-08-2024-Ba_Ria_Vung_Tau-2ta1613282t1cvn.json,processed,ok,True,1,0,0,1,1,1,21168,769,21937,0,False
past,22-03-2024-An_Giang-2ta1638930t1cvn,22-03-2024-An_Giang-2ta1638930t1cvn.json,processed,ok,True,5,0,0,5,5,1,24757,2397,27154,0,False
past,22-03-2024-Ho_Chi_Minh-2ta1647097t1cvn,22-03-2024-Ho_Chi_Minh-2ta1647097t1cvn.json,processed,ok,True,1,0,0,1,1,1,30788,769,31557,0,False
past,22-04-2024-Gia_Lai-2ta1526648t1cvn,22-04-2024-Gia_Lai-2ta1526648t1cvn.json,processed,ok,True,1,0,0,1,1,1,20031,1041,21072,0,False
past,22-04-2025-Dong_Nai-2ta1867248t1cvn,22-04-2025-Dong_Nai-2ta1867248t1cvn.json,processed,ok,True,1,0,0,1,1,1,25252,1103,26355,0,False
past,22-04-2025-Gia_Lai-2ta1972854t1cvn,22-04-2025-Gia_Lai-2ta1972854t1cvn.json,processed,ok,True,1,0,0,1,1,1,28830,1019,29849,0,False
past,22-07-2025-Ho_Chi_Minh-2ta1936709t1cvn,22-07-2025-Ho_Chi_Minh-2ta1936709t1cvn.json,processed,ok,True,4,0,0,4,4,1,27149,2585,29734,0,False
past,23-01-2025-Ha_Noi-2ta1867331t1cvn,23-01-2025-Ha_Noi-2ta1867331t1cvn.json,processed,ok,True,1,0,0,1,1,1,16287,823,17110,0,False
past,23-01-2025-Hung_Yen-2ta1769729t1cvn,23-01-2025-Hung_Yen-2ta1769729t1cvn.json,processed,ok,True,2,0,0,2,2,1,19323,1539,20862,0,False
past,23-01-2025-Thai_Binh-2ta1733198t1cvn,23-01-2025-Thai_Binh-2ta1733198t1cvn.json,processed,ok,True,1,0,0,1,1,1,25347,996,26343,0,False
past,23-04-2025-Ho_Chi_Minh-2ta1959237t1cvn,23-04-2025-Ho_Chi_Minh-2ta1959237t1cvn.json,processed,ok,True,0,1,1,1,1,1,36177,636,36813,0,False
past,23-05-2024-Nam_Dinh-2ta1508192t1cvn,23-05-2024-Nam_Dinh-2ta1508192t1cvn.json,processed,ok,True,0,1,3,1,3,1,35460,1346,36806,0,False
past,23-05-2024-Quang_Ninh-2ta1524752t1cvn,23-05-2024-Quang_Ninh-2ta1524752t1cvn.json,processed,ok,True,0,4,2,4,2,1,37134,748,37882,0,False
past,23-05-2025-Ho_Chi_Minh-2ta1973138t1cvn,23-05-2025-Ho_Chi_Minh-2ta1973138t1cvn.json,processed,ok,True,1,0,0,1,1,1,26855,796,27651,0,False
past,23-06-2025-Lao_Cai-2ta1866137t1cvn,23-06-2025-Lao_Cai-2ta1866137t1cvn.json,processed,ok,True,1,0,0,1,1,1,24436,934,25370,0,False
past,23-07-2025-Dien_Bien-2ta1880919t1cvn,23-07-2025-Dien_Bien-2ta1880919t1cvn.json,processed,ok,True,0,3,4,3,4,1,40201,2533,42734,0,False
past,23-08-2024-Thai_Binh-2ta1612148t1cvn,23-08-2024-Thai_Binh-2ta1612148t1cvn.json,processed,ok,True,7,0,0,7,7,1,32362,3696,37769,1,True
past,23-12-2024-An_Giang-2ta1917916t1cvn,23-12-2024-An_Giang-2ta1917916t1cvn.json,processed,ok,True,1,0,0,1,1,1,38340,543,45281,1,True
past,24-01-2025-Khanh_Hoa-2ta1714281t1cvn,24-01-2025-Khanh_Hoa-2ta1714281t1cvn.json,processed,ok,True,1,0,0,1,1,1,34968,1049,38202,1,True
past,24-01-2025-Thanh_Hoa-2ta1775751t1cvn,24-01-2025-Thanh_Hoa-2ta1775751t1cvn.json,processed,ok,True,1,0,0,1,1,1,25312,1215,26527,0,False
past,24-03-2025-Can_Tho-2ta1851514t1cvn,24-03-2025-Can_Tho-2ta1851514t1cvn.json,processed,ok,True,1,0,0,1,1,1,24939,817,25756,0,False
past,24-03-2025-Dien_Bien-2ta1800318t1cvn,24-03-2025-Dien_Bien-2ta1800318t1cvn.json,processed,ok,True,1,0,0,1,1,1,20690,711,21401,0,False
past,24-05-2024-Da_Nang-2ta1504174t1cvn,24-05-2024-Da_Nang-2ta1504174t1cvn.json,processed,ok,True,1,0,0,1,1,1,31255,975,33609,1,True
past,24-06-2025-Bac_Ninh-2ta1956848t1cvn,24-06-2025-Bac_Ninh-2ta1956848t1cvn.json,processed,ok,True,1,0,0,1,1,1,29500,1316,30816,0,False
past,24-06-2025-Son_La-2ta1858883t1cvn,24-06-2025-Son_La-2ta1858883t1cvn.json,processed,ok,True,2,0,0,2,2,1,33059,1366,36045,1,True
past,24-06-2025-Son_La-2ta1864510t1cvn,24-06-2025-Son_La-2ta1864510t1cvn.json,processed,ok,True,1,0,0,1,1,1,31918,940,34456,1,True
