model,doc_id,source_file,status,reason,gt_file_exists,matched_count,gt_only_count,pred_only_count,gt_defendant_count,pred_defendant_count,llm_calls,input_tokens,output_tokens,total_tokens,fallback_errors,fallback_used
one_call,30-07-2024-Hoa_Binh-2ta1610407t1cvn,30-07-2024-Hoa_Binh-2ta1610407t1cvn.json,processed,ok,True,3,0,0,3,3,1,2857,1436,4293,0,False
one_call,30-07-2025-Dong_Nai-2ta1972376t1cvn,30-07-2025-Dong_Nai-2ta1972376t1cvn.json,processed,ok,True,1,0,0,1,1,1,1561,602,2163,0,False
one_call,30-07-2025-Ninh_Binh-2ta1930262t1cvn,30-07-2025-Ninh_Binh-2ta1930262t1cvn.json,processed,ok,True,1,0,0,1,1,1,1794,593,2387,0,False
one_call,30-08-2024-Dien_Bien-2ta1659912t1cvn,30-08-2024-Dien_Bien-2ta1659912t1cvn.json,processed,ok,True,2,0,0,2,2,1,2173,837,3010,0,False
one_call,30-08-2025-Bac_Ninh-2ta1944136t1cvn,30-08-2025-Bac_Ninh-2ta1944136t1cvn.json,processed,ok,True,1,0,0,1,1,1,1461,620,2081,0,False
one_call,30-09-2024-Lao_Cai-2ta1674409t1cvn,30-09-2024-Lao_Cai-2ta1674409t1cvn.json,processed,ok,True,6,0,0,6,6,1,4241,2207,6448,0,False
one_call,30-09-2025-Quang_Ninh-2ta2012554t1cvn,30-09-2025-Quang_Ninh-2ta2012554t1cvn.json,processed,ok,True,3,0,0,3,3,1,3188,1464,4652,0,False
one_call,30-10-2024-Hai_Phong-2ta1833114t1cvn,30-10-2024-Hai_Phong-2ta1833114t1cvn.json,processed,ok,True,1,0,0,1,1,1,1337,425,1762,0,False
one_call,30-10-2024-Tuyen_Quang-2ta1695466t1cvn,30-10-2024-Tuyen_Quang-2ta1695466t1cvn.json,processed,ok,True,1,0,0,1,1,1,1617,430,2047,0,False
one_call,30-10-2025-An_Giang-2ta2034318t1cvn,30-10-2025-An_Giang-2ta2034318t1cvn.json,processed,ok,True,1,0,0,1,1,1,1610,352,1962,0,False
one_call,30-12-2025-Ha_Noi-2ta2030054t1cvn,30-12-2025-Ha_Noi-2ta2030054t1cvn.json,processed,ok,True,1,0,0,1,1,1,1645,643,2288,0,False
one_call,30-12-2025-Hai_Phong-2ta2050741t1cvn,30-12-2025-Hai_Phong-2ta2050741t1cvn.json,processed,ok,True,1,0,0,1,1,1,1478,633,2111,0,False
one_call,30-12-2025-Tay_Ninh-2ta2045329t1cvn,30-12-2025-Tay_Ninh-2ta2045329t1cvn.json,processed,ok,True,1,0,0,1,1,1,1559,593,2152,0,False
one_call,31-01-2024-Ha_Noi-2ta1609907t1cvn,31-01-2024-Ha_Noi-2ta1609907t1cvn.json,processed,ok,True,1,0,0,1,1,1,1495,667,2162,0,False
one_call,31-03-2025-Vinh_Phuc-2ta1822026t1cvn,31-03-2025-Vinh_Phuc-2ta1822026t1cvn.json,processed,ok,True,1,0,0,1,1,1,1469,576,2045,0,False
one_call,31-07-2025-Nghe_An-2ta1871671t1cvn,31-07-2025-Nghe_An-2ta1871671t1cvn.json,processed,ok,True,4,0,0,4,4,1,2934,1620,4554,0,False
one_call,31-10-2025-Nghe_An-2ta2000296t1cvn,31-10-2025-Nghe_An-2ta2000296t1cvn.json,processed,ok,True,1,0,0,1,1,1,1940,771,2711,0,False
past,01-06-2023-Ben_Tre-2ta1278878t1cvn,01-06-2023-Ben_Tre-2ta1278878t1cvn.json,processed,ok,True,0,2,3,2,3,1,38335,1644,39979,0,False
past,01-06-2023-Hai_Phong-2ta1234569t1cvn,01-06-2023-Hai_Phong-2ta1234569t1cvn.json,processed,ok,True,2,0,0,2,2,1,19803,1321,21124,0,False
past,01-06-2023-Phu_Yen-2ta1227139t1cvn,01-06-2023-Phu_Yen-2ta1227139t1cvn.json,processed,ok,True,1,0,0,1,1,1,24492,910,25402,0,False
past,02-03-2023-Ho_Chi_Minh-2ta1286873t1cvn,02-03-2023-Ho_Chi_Minh-2ta1286873t1cvn.json,processed,ok,True,1,0,0,1,1,1,19904,813,20717,0,False
past,03-03-2023-Lao_Cai-2ta1164867t1cvn,03-03-2023-Lao_Cai-2ta1164867t1cvn.json,processed,ok,True,1,0,0,1,1,1,23409,801,24210,0,False
past,03-04-2023-Ho_Chi_Minh-2ta1185213t1cvn,03-04-2023-Ho_Chi_Minh-2ta1185213t1cvn.json,processed,ok,True,2,0,0,2,2,1,19462,1261,20723,0,False
past,03-08-2023-Binh_Duong-2ta1326757t1cvn,03-08-2023-Binh_Duong-2ta1326757t1cvn.json,processed,ok,True,1,0,0,1,1,1,20593,848,21441,0,False
past,03-08-2023-Ha_Tinh-2ta1274476t1cvn,03-08-2023-Ha_Tinh-2ta1274476t1cvn.json,processed,ok,True,1,0,0,1,1,1,25084,992,26076,0,False
past,04-04-2023-Tra_Vinh-2ta1178224t1cvn,04-04-2023-Tra_Vinh-2ta1178224t1cvn.json,processed,ok,True,0,1,1,1,1,1,41423,817,42240,0,False
past,05-05-2023-Long_An-2ta1203977t1cvn,05-05-2023-Long_An-2ta1203977t1cvn.json,processed,ok,True,1,0,0,1,1,1,29007,961,29968,0,False
past,05-06-2023-Tien_Giang-2ta1306735t1cvn,05-06-2023-Tien_Giang-2ta1306735t1cvn.json,processed,ok,True,1,0,0,1,1,1,23095,1098,24193,0,False
past,06-02-2023-Ha_Noi-2ta1174726t1cvn,06-02-2023-Ha_Noi-2ta1174726t1cvn.json,processed,ok,True,1,0,0,1,1,1,30582,873,31455,0,False
past,06-04-2023-Bac_Ninh-2ta1200828t1cvn,06-04-2023-Bac_Ninh-2ta1200828t1cvn.json,processed,ok,True,1,0,0,1,1,1,22419,828,23247,0,False
past,06-04-2023-Dong_Nai-2ta1346752t1cvn,06-04-2023-Dong_Nai-2ta1346752t1cvn.json,processed,ok,True,1,0,0,1,1,1,19062,1004,20066,0,False
past,06-04-2023-Ho_Chi_Minh-2ta1307846t1cvn,06-04-2023-Ho_Chi_Minh-2ta1307846t1cvn.json,processed,ok,True,2,0,0,2,2,1,30411,1594,33889,1,True
past,06-06-2023-Lai_Chau-2ta1223846t1cvn,06-06-2023-Lai_Chau-2ta1223846t1cvn.json,processed,ok,True,0,1,1,1,1,1,37249,524,37773,0,False
past,07-11-2023-Lao_Cai-2ta1375676t1cvn,07-11-2023-Lao_Cai-2ta1375676t1cvn.json,processed,ok,True,1,0,0,1,1,1,35611,1408,39059,1,True
past,08-06-2023-Ho_Chi_Minh-2ta1308047t1cvn,08-06-2023-Ho_Chi_Minh-2ta1308047t1cvn.json,processed,ok,True,1,0,0,1,1,1,32322,1081,34856,1,True
past,08-09-2023-Binh_Phuoc-2ta1349859t1cvn,08-09-2023-Binh_Phuoc-2ta1349859t1cvn.json,processed,ok,True,1,0,0,1,1,1,21930,1230,24910,1,True
past,08-09-2023-Dong_Nai-2ta1369203t1cvn,08-09-2023-Dong_Nai-2ta1369203t1cvn.json,processed,ok,True,2,0,0,2,2,1,28142,1246,30757,1,True
past,09-01-2023-Dien_Bien-2ta1123027t1cvn,09-01-2023-Dien_Bien-2ta1123027t1cvn.json,processed,ok,True,2,0,0,2,2,1,23668,1398,25066,0,False
past,09-01-2023-Hung_Yen-2ta1129313t1cvn,09-01-2023-Hung_Yen-2ta1129313t1cvn.json,processed,ok,True,1,0,0,1,1,1,23581,798,24379,0,False
past,09-03-2023-Soc_Trang-2ta1165798t1cvn,09-03-2023-Soc_Trang-2ta1165798t1cvn.json,processed,ok,True,1,0,0,1,1,1,18110,1075,19185,0,False
past,09-05-2023-Tien_Giang-2ta1324115t1cvn,09-05-2023-Tien_Giang-2ta1324115t1cvn.json,processed,ok,True,1,0,0,1,1,1,18529,762,19291,0,False
past,09-06-2023-Dong_Nai-2ta1225524t1cvn,09-06-2023-Dong_Nai-2ta1225524t1cvn.json,processed,ok,True,1,0,0,1,1,1,24361,772,25133,0,False
past,09-11-2023-Quang_Ninh-2ta1633105t1cvn,09-11-2023-Quang_Ninh-2ta1633105t1cvn.json,processed,ok,True,1,0,0,1,1,1,27213,935,28148,0,False
past,10-01-2023-Lao_Cai-2ta1122630t1cvn,10-01-2023-Lao_Cai-2ta1122630t1cvn.json,processed,ok,True,0,3,2,3,2,1,34496,486,34982,0,False
past,10-02-2023-Dien_Bien-2ta1142799t1cvn,10-02-2023-Dien_Bien-2ta1142799t1cvn.json,processed,ok,True,0,1,1,1,1,1,34220,237,34457,0,False
past,10-02-2023-Kien_Giang-2ta1253701t1cvn,10-02-2023-Kien_Giang-2ta1253701t1cvn.json,processed,ok,True,1,0,0,1,1,1,24832,937,25769,0,False
past,10-08-2023-Binh_Dinh-2ta1286314t1cvn,10-08-2023-Binh_Dinh-2ta1286314t1cvn.json,processed,ok,True,2,0,0,2,2,1,23180,1340,24520,0,False
past,10-08-2023-Ca_Mau-2ta1347184t1cvn,10-08-2023-Ca_Mau-2ta1347184t1cvn.json,processed,ok,True,2,0,0,2,2,1,29652,1055,33894,1,True
past,11-05-2023-Kon_Tum-2ta1200767t1cvn,11-05-2023-Kon_Tum-2ta1200767t1cvn.json,processed,ok,True,1,0,0,1,1,1,18993,848,19841,0,False
past,11-08-2023-Cao_Bang-2ta1333987t1cvn,11-08-2023-Cao_Bang-2ta1333987t1cvn.json,processed,ok,True,1,0,0,1,1,1,18446,640,19086,0,False
past,11-09-2023-Ho_Chi_Minh-2ta1409566t1cvn,11-09-2023-Ho_Chi_Minh-2ta1409566t1cvn.json,processed,ok,True,1,0,0,1,1,1,18968,1032,20000,0,False
past,11-12-2023-Vinh_Phuc-2ta1468139t1cvn,11-12-2023-Vinh_Phuc-2ta1468139t1cvn.json,processed,ok,True,3,0,0,3,3,1,25529,2418,29461,1,True
past,12-09-2023-Binh_Thuan-2ta1352178t1cvn,12-09-2023-Binh_Thuan-2ta1352178t1cvn.json,processed,ok,True,2,0,0,2,2,1,23578,1673,25251,0,False
past,12-09-2023-Ca_Mau-2ta1353877t1cvn,12-09-2023-Ca_Mau-2ta1353877t1cvn.json,processed,ok,True,1,0,0,1,1,1,27548,881,30125,1,True
past,12-12-2023-Binh_Phuoc-2ta1401448t1cvn,12-12-2023-Binh_Phuoc-2ta1401448t1cvn.json,processed,ok,True,1,0,0,1,1,1,27002,820,27822,0,False
past,13-07-2023-Tra_Vinh-2ta1248914t1cvn,13-07-2023-Tra_Vinh-2ta1248914t1cvn.json,processed,ok,True,1,0,0,1,1,1,30422,1144,33454,1,True
past,14-03-2023-Yen_Bai-2ta1232102t1cvn,14-03-2023-Yen_Bai-2ta1232102t1cvn.json,processed,ok,True,1,0,0,1,1,1,22263,1129,23392,0,False
past,14-08-2023-Ha_Tinh-2ta1340360t1cvn,14-08-2023-Ha_Tinh-2ta1340360t1cvn.json,processed,ok,True,1,0,0,1,1,1,19874,886,20760,0,False
past,14-09-2023-Ho_Chi_Minh-2ta1379747t1cvn,14-09-2023-Ho_Chi_Minh-2ta1379747t1cvn.json,processed,ok,True,1,0,0,1,1,1,27342,988,29886,1,True
past,14-09-2023-Ho_Chi_Minh-2ta1452795t1cvn,14-09-2023-Ho_Chi_Minh-2ta1452795t1cvn.json,processed,ok,True,1,0,0,1,1,1,26133,791,26924,0,False
past,14-12-2023-Thanh_Hoa-2ta1485650t1cvn,14-12-2023-Thanh_Hoa-2ta1485650t1cvn.json,processed,ok,True,1,0,0,1,1,1,17152,802,17954,0,False
past,15-02-2023-Tra_Vinh-2ta1141690t1cvn,15-02-2023-Tra_Vinh-2ta1141690t1cvn.json,processed,ok,True,0,1,1,1,1,1,37227,589,37816,0,False
past,15-05-2023-Phu_Tho-2ta1207059t1cvn,15-05-2023-Phu_Tho-2ta1207059t1cvn.json,processed,ok,True,1,0,0,1,1,1,20935,655,21590,0,False
past,15-06-2023-Gia_Lai-2ta1224553t1cvn,15-06-2023-Gia_Lai-2ta1224553t1cvn.json,processed,ok,True,3,0,0,3,3,1,23684,1925,25609,0,False
past,15-08-2023-Phu_Tho-2ta1344328t1cvn,15-08-2023-Phu_Tho-2ta1344328t1cvn.json,processed,ok,True,1,0,0,1,1,1,24015,767,24782,0,False
past,16-01-2023-Hai_Duong-2ta1122993t1cvn,16-01-2023-Hai_Duong-2ta1122993t1cvn.json,processed,ok,True,1,0,0,1,1,1,28982,946,29928,0,False
past,16-02-2023-Cao_Bang-2ta1154664t1cvn,16-02-2023-Cao_Bang-2ta1154664t1cvn.json,processed,ok,True,1,0,0,1,1,1,21667,858,22525,0,False
past,16-05-2023-Dien_Bien-2ta1206774t1cvn,16-05-2023-Dien_Bien-2ta1206774t1cvn.json,processed,ok,True,0,1,1,1,1,1,40256,506,40762,0,False
past,16-05-2023-Tuyen_Quang-2ta1208249t1cvn,16-05-2023-Tuyen_Quang-2ta1208249t1cvn.json,processed,ok,True,1,0,0,1,1,1,28846,910,29756,0,False
past,16-05-2023-Yen_Bai-2ta1219925t1cvn,16-05-2023-Yen_Bai-2ta1219925t1cvn.json,processed,ok,True,0,4,3,4,3,1,42849,1442,44291,0,False
past,16-08-2023-Ho_Chi_Minh-2ta1308612t1cvn,16-08-2023-Ho_Chi_Minh-2ta1308612t1cvn.json,processed,ok,True,0,6,4,6,4,1,55991,2824,58815,0,False
past,17-02-2023-Nghe_An-2ta1288865t1cvn,17-02-2023-Nghe_An-2ta1288865t1cvn.json,processed,ok,True,1,0,0,1,1,1,27579,876,28455,0,False
past,18-05-2023-Ho_Chi_Minh-2ta1323548t1cvn,18-05-2023-Ho_Chi_Minh-2ta1323548t1cvn.json,processed,ok,True,0,3,2,3,2,1,38111,994,39105,0,False
past,18-08-2023-Ho_Chi_Minh-2ta1656131t1cvn,18-08-2023-Ho_Chi_Minh-2ta1656131t1cvn.json,processed,ok,True,0,1,2,1,2,1,35390,650,36040,0,False
past,18-12-2023-Dong_Nai-2ta1420758t1cvn,18-12-2023-Dong_Nai-2ta1420758t1cvn.json,processed,ok,True,1,0,0,1,1,1,27406,978,28384,0,False
past,19-05-2023-Phu_Tho-2ta1207130t1cvn,19-05-2023-Phu_Tho-2ta1207130t1cvn.json,processed,ok,True,1,0,0,1,1,1,28921,1047,29968,0,False
past,19-10-2023-Thanh_Hoa-2ta1369315t1cvn,19-10-2023-Thanh_Hoa-2ta1369315t1cvn.json,processed,ok,True,0,4,3,4,3,1,38617,1684,40301,0,False
past,20-02-2023-Thai_Nguyen-2ta1218805t1cvn,20-02-2023-Thai_Nguyen-2ta1218805t1cvn.json,processed,ok,True,1,0,0,1,1,1,22367,940,23307,0,False
past,20-04-2023-Hai_Phong-2ta1194806t1cvn,20-04-2023-Hai_Phong-2ta1194806t1cvn.json,processed,ok,True,2,0,0,2,2,1,14720,1330,16050,0,False
past,20-06-2023-Tra_Vinh-2ta1229118t1cvn,20-06-2023-Tra_Vinh-2ta1229118t1cvn.json,processed,ok,True,1,0,0,1,1,1,22195,873,23068,0,False
past,20-08-2023-Hai_Phong-2ta1267973t1cvn,20-08-2023-Hai_Phong-2ta1267973t1cvn.json,processed,ok,True,0,2,6,2,6,1,41414,2272,43686,0,False
past,20-09-2023-Cao_Bang-2ta1380931t1cvn,20-09-2023-Cao_Bang-2ta1380931t1cvn.json,processed,ok,True,1,0,0,1,1,1,17513,624,19331,1,True
past,20-12-2023-Thai_Nguyen-2ta1566099t1cvn,20-12-2023-Thai_Nguyen-2ta1566099t1cvn.json,processed,ok,True,2,0,0,2,2,1,27914,1276,29190,0,False
past,21-02-2023-Lam_Dong-2ta1156993t1cvn,21-02-2023-Lam_Dong-2ta1156993t1cvn.json,processed,ok,True,2,0,0,2,2,1,33357,1428,36583,1,True
past,21-03-2023-Cao_Bang-2ta1192180t1cvn,21-03-2023-Cao_Bang-2ta1192180t1cvn.json,processed,ok,True,1,0,0,1,1,1,24347,798,25145,0,False
past,21-03-2023-Cao_Bang-2ta1203222t1cvn,21-03-2023-Cao_Bang-2ta1203222t1cvn.json,processed,ok,True,3,0,0,3,3,1,26223,2352,28575,0,False
past,21-04-2023-Cao_Bang-2ta1196520t1cvn,21-04-2023-Cao_Bang-2ta1196520t1cvn.json,processed,ok,True,1,0,0,1,1,1,26572,793,27365,0,False
past,21-07-2023-Ho_Chi_Minh-2ta1662061t1cvn,21-07-2023-Ho_Chi_Minh-2ta1662061t1cvn.json,processed,ok,True,1,0,0,1,1,1,19604,1254,20858,0,False
past,21-09-2023-Phu_Yen-2ta1359677t1cvn,21-09-2023-Phu_Yen-2ta1359677t1cvn.json,processed,ok,True,1,0,0,1,1,1,24065,925,24990,0,False
past,21-12-2023-Bac_Ninh-2ta1430512t1cvn,21-12-2023-Bac_Ninh-2ta1430512t1cvn.json,processed,ok,True,4,0,0,4,4,1,31888,3585,39249,1,True
past,21-12-2023-Bac_Ninh-2ta1431949t1cvn,21-12-2023-Bac_Ninh-2ta1431949t1cvn.json,processed,ok,True,1,0,0,1,1,1,29014,863,31377,1,True
past,22-03-2023-Dien_Bien-2ta1176109t1cvn,22-03-2023-Dien_Bien-2ta1176109t1cvn.json,processed,ok,True,2,0,0,2,2,1,29847,1109,30956,0,False
past,22-03-2023-Kien_Giang-2ta1340382t1cvn,22-03-2023-Kien_Giang-2ta1340382t1cvn.json,processed,ok,True,1,0,0,1,1,1,22802,878,23680,0,False
past,22-08-2023-Cao_Bang-2ta1309416t1cvn,22-08-2023-Cao_Bang-2ta1309416t1cvn.json,processed,ok,True,2,0,0,2,2,1,28490,1246,29736,0,False
past,22-08-2023-Dak_Nong-2ta1321556t1cvn,22-08-2023-Dak_Nong-2ta1321556t1cvn.json,processed,ok,True,1,0,0,1,1,1,30856,1019,33352,1,True
past,22-08-2023-Lam_Dong-2ta1358116t1cvn,22-08-2023-Lam_Dong-2ta1358116t1cvn.json,processed,ok,True,1,0,0,1,1,1,19788,813,22000,1,True
past,22-12-2023-Ho_Chi_Minh-2ta1657408t1cvn,22-12-2023-Ho_Chi_Minh-2ta1657408t1cvn.json,processed,ok,True,1,0,0,1,1,1,19563,938,20501,0,False
past,23-03-2023-Gia_Lai-2ta1174733t1cvn,23-03-2023-Gia_Lai-2ta1174733t1cvn.json,processed,ok,True,4,0,0,4,4,1,31884,2239,35687,1,True
past,23-03-2023-Nghe_An-2ta1244636t1cvn,23-03-2023-Nghe_An-2ta1244636t1cvn.json,processed,ok,True,1,0,0,1,1,1,22547,621,23168,0,False
past,23-03-2023-Quang_Tri-2ta1195452t1cvn,23-03-2023-Quang_Tri-2ta1195452t1cvn.json,processed,ok,True,0,4,4,4,4,1,35679,1155,36834,0,False
past,23-06-2023-Hau_Giang-2ta1292151t1cvn,23-06-2023-Hau_Giang-2ta1292151t1cvn.json,processed,ok,True,1,0,0,1,1,1,27810,802,28612,0,False
past,24-05-2023-Bac_Kan-2ta1221175t1cvn,24-05-2023-Bac_Kan-2ta1221175t1cvn.json,processed,ok,True,1,0,0,1,1,1,22328,832,23160,0,False
past,24-11-2023-Quang_Ninh-2ta1417966t1cvn,24-11-2023-Quang_Ninh-2ta1417966t1cvn.json,processed,ok,True,2,0,0,2,2,1,26996,1215,28211,0,False
past,25-04-2023-Dien_Bien-2ta1199719t1cvn,25-04-2023-Dien_Bien-2ta1199719t1cvn.json,processed,ok,True,1,0,0,1,1,1,23509,654,24163,0,False
past,25-07-2023-Ho_Chi_Minh-2ta1323643t1cvn,25-07-2023-Ho_Chi_Minh-2ta1323643t1cvn.json,processed,ok,True,1,0,0,1,1,1,22465,875,23340,0,False
past,25-07-2023-Ho_Chi_Minh-2ta1328212t1cvn,25-07-2023-Ho_Chi_Minh-2ta1328212t1cvn.json,processed,ok,True,1,0,0,1,1,1,19646,864,20510,0,False
past,25-09-2023-Lai_Chau-2ta1447709t1cvn,25-09-2023-Lai_Chau-2ta1447709t1cvn.json,processed,ok,True,2,0,0,2,2,1,28069,1227,29296,0,False
past,25-12-2023-Binh_Duong-2ta1402945t1cvn,25-12-2023-Binh_Duong-2ta1402945t1cvn.json,processed,ok,True,1,0,0,1,1,1,25191,1145,26336,0,False
past,26-07-2023-Dong_Nai-2ta1354977t1cvn,26-07-2023-Dong_Nai-2ta1354977t1cvn.json,processed,ok,True,1,0,0,1,1,1,33090,798,35113,1,True
past,27-06-2023-Hai_Phong-2ta1332384t1cvn,27-06-2023-Hai_Phong-2ta1332384t1cvn.json,processed,ok,True,1,0,0,1,1,1,40900,1005,43878,1,True
past,27-07-2023-Hai_Phong-2ta1270586t1cvn,27-07-2023-Hai_Phong-2ta1270586t1cvn.json,processed,ok,True,3,0,0,3,3,1,44308,1766,48029,1,True
past,27-07-2023-Phu_Yen-2ta1270483t1cvn,27-07-2023-Phu_Yen-2ta1270483t1cvn.json,processed,ok,True,1,0,0,1,1,1,19851,1215,21066,0,False
past,27-09-2023-Dien_Bien-2ta1365386t1cvn,27-09-2023-Dien_Bien-2ta1365386t1cvn.json,processed,ok,True,1,0,0,1,1,1,23648,662,24310,0,False
past,28-07-2023-Son_La-2ta1262331t1cvn,28-07-2023-Son_La-2ta1262331t1cvn.json,processed,ok,True,2,0,0,2,2,1,26234,1326,27560,0,False
past,28-08-2023-Nghe_An-2ta1302840t1cvn,28-08-2023-Nghe_An-2ta1302840t1cvn.json,processed,ok,True,0,2,2,2,2,1,37780,1145,38925,0,False
past,28-11-2023-Phu_Tho-2ta1414574t1cvn,28-11-2023-Phu_Tho-2ta1414574t1cvn.json,processed,ok,True,0,2,3,2,3,1,36011,1163,37174,0,False
past,28-12-2023-Thai_Nguyen-2ta1613530t1cvn,28-12-2023-Thai_Nguyen-2ta1613530t1cvn.json,processed,ok,True,1,0,0,1,1,1,16386,1160,17546,0,False
past,29-08-2023-Quang_Binh-2ta1355582t1cvn,29-08-2023-Quang_Binh-2ta1355582t1cvn.json,processed,ok,True,1,0,0,1,1,1,22310,850,23160,0,False
past,29-08-2023-Tay_Ninh-2ta1495422t1cvn,29-08-2023-Tay_Ninh-2ta1495422t1cvn.json,processed,ok,True,0,2,5,2,5,1,40978,2164,43142,0,False
past,29-09-2023-Hai_Phong-2ta1370718t1cvn,29-09-2023-Hai_Phong-2ta1370718t1cvn.json,processed,ok,True,4,0,0,4,4,1,17446,2199,19645,0,False
past,29-09-2023-Hai_Phong-2ta1371304t1cvn,29-09-2023-Hai_Phong-2ta1371304t1cvn.json,processed,ok,True,0,3,2,3,2,1,38958,1281,40239,0,False
past,29-12-2023-Cao_Bang-2ta1406323t1cvn,29-12-2023-Cao_Bang-2ta1406323t1cvn.json,processed,ok,True,0,2,1,2,1,1,45975,719,46694,0,False
past,30-03-2023-Ho_Chi_Minh-2ta1255219t1cvn,30-03-2023-Ho_Chi_Minh-2ta1255219t1cvn.json,processed,ok,True,1,0,0,1,1,1,19476,976,22523,1,True
past,30-08-2023-Binh_Dinh-2ta1346725t1cvn,30-08-2023-Binh_Dinh-2ta1346725t1cvn.json,processed,ok,True,1,0,0,1,1,1,24804,665,25469,0,False
past,30-08-2023-Dong_Nai-2ta1349571t1cvn,30-08-2023-Dong_Nai-2ta1349571t1cvn.json,processed,ok,True,1,0,0,1,1,1,24798,1016,25814,0,False
past,30-11-2023-Bac_Ninh-2ta1472399t1cvn,30-11-2023-Bac_Ninh-2ta1472399t1cvn.json,processed,ok,True,1,0,0,1,1,1,26237,739,26976,0,False
past,31-07-2023-Hung_Yen-2ta1274814t1cvn,31-07-2023-Hung_Yen-2ta1274814t1cvn.json,processed,ok,True,1,0,0,1,1,1,23515,788,24303,0,False
past,31-07-2023-Nghe_An-2ta1304374t1cvn,31-07-2023-Nghe_An-2ta1304374t1cvn.json,processed,ok,True,1,0,0,1,1,1,20110,734,20844,0,False
past,31-07-2023-Soc_Trang-2ta1346448t1cvn,31-07-2023-Soc_Trang-2ta1346448t1cvn.json,processed,ok,True,1,0,0,1,1,1,19270,994,20264,0,False
past,31-08-2023-Ho_Chi_Minh-2ta1655493t1cvn,31-08-2023-Ho_Chi_Minh-2ta1655493t1cvn.json,processed,ok,True,2,0,0,2,2,1,19021,1474,20495,0,False
past,01-02-2024-Khanh_Hoa-2ta1430918t1cvn,01-02-2024-Khanh_Hoa-2ta1430918t1cvn.json,processed,ok,True,1,0,0,1,1,1,21528,766,22294,0,False
past,01-04-2025-Tuyen_Quang-2ta1791873t1cvn,01-04-2025-Tuyen_Quang-2ta1791873t1cvn.json,processed,ok,True,2,0,0,2,2,1,27025,1980,29005,0,False
past,01-08-2024-Bac_Giang-2ta1610530t1cvn,01-08-2024-Bac_Giang-2ta1610530t1cvn.json,processed,ok,True,1,0,0,1,1,1,27838,915,28753,0,False
past,01-08-2025-Hai_Phong-2ta1913320t1cvn,01-08-2025-Hai_Phong-2ta1913320t1cvn.json,processed,ok,True,1,0,0,1,1,1,25603,960,26563,0,False
past,02-04-2025-Ha_Noi-2ta1950007t1cvn,02-04-2025-Ha_Noi-2ta1950007t1cvn.json,processed,ok,True,1,0,0,1,1,1,24552,922,25474,0,False
past,02-06-2025-Khanh_Hoa-2ta1912779t1cvn,02-06-2025-Khanh_Hoa-2ta1912779t1cvn.json,processed,ok,True,1,0,0,1,1,1,30992,766,33304,1,True
past,02-07-2025-Ho_Chi_Minh-2ta1973163t1cvn,02-07-2025-Ho_Chi_Minh-2ta1973163t1cvn.json,processed,ok,True,1,0,0,1,1,1,24579,912,25491,0,False
past,02-08-2024-Ho_Chi_Minh-2ta1628292t1cvn,02-08-2024-Ho_Chi_Minh-2ta1628292t1cvn.json,processed,ok,True,1,0,0,1,1,1,28225,680,28905,0,False
past,02-12-2025-Ha_Noi-2ta2018534t1cvn,02-12-2025-Ha_Noi-2ta2018534t1cvn.json,processed,ok,True,1,0,0,1,1,1,22579,1044,23623,0,False
past,03-01-2025-An_Giang-2ta1917746t1cvn,03-01-2025-An_Giang-2ta1917746t1cvn.json,processed,ok,True,1,0,0,1,1,1,20330,762,21092,0,False
past,03-01-2025-Hung_Yen-2ta1712895t1cvn,03-01-2025-Hung_Yen-2ta1712895t1cvn.json,processed,ok,True,0,1,0,1,0,1,34112,19,34131,0,False
past,03-05-2024-Thai_Binh-2ta1510909t1cvn,03-05-2024-Thai_Binh-2ta1510909t1cvn.json,processed,ok,True,6,0,0,6,6,1,23060,3228,26288,0,False
past,03-06-2025-Ho_Chi_Minh-2ta1868097t1cvn,03-06-2025-Ho_Chi_Minh-2ta1868097t1cvn.json,processed,ok,True,1,0,0,1,1,1,21104,860,21964,0,False
past,04-03-2024-Kien_Giang-2ta1597508t1cvn,04-03-2024-Kien_Giang-2ta1597508t1cvn.json,processed,ok,True,1,0,0,1,1,1,20567,770,21337,0,False
past,04-03-2025-Hung_Yen-2ta1764393t1cvn,04-03-2025-Hung_Yen-2ta1764393t1cvn.json,processed,ok,True,2,0,0,2,2,1,29022,1257,30279,0,False
past,04-06-2025-Khanh_Hoa-2ta1896878t1cvn,04-06-2025-Khanh_Hoa-2ta1896878t1cvn.json,processed,ok,True,2,0,0,2,2,1,26257,1110,27367,0,False
past,04-09-2025-Son_La-2ta1975105t1cvn,04-09-2025-Son_La-2ta1975105t1cvn.json,processed,ok,True,1,0,0,1,1,1,32324,702,34601,1,True
past,05-01-2024-Lai_Chau-2ta1406042t1cvn,05-01-2024-Lai_Chau-2ta1406042t1cvn.json,processed,ok,True,1,0,0,1,1,1,18239,696,18935,0,False
past,05-03-2024-Kien_Giang-2ta1647682t1cvn,05-03-2024-Kien_Giang-2ta1647682t1cvn.json,processed,ok,True,1,0,0,1,1,1,18883,909,19792,0,False
past,05-03-2025-Nghe_An-2ta1965821t1cvn,05-03-2025-Nghe_An-2ta1965821t1cvn.json,processed,ok,True,0,5,4,5,4,1,35326,1198,36524,0,False
past,05-07-2024-Cao_Bang-2ta1552371t1cvn,05-07-2024-Cao_Bang-2ta1552371t1cvn.json,processed,ok,True,1,0,0,1,1,1,27662,1026,30584,1,True
